File_Name,File_Description,Standard,Date_Start,Date_End,Missing_Value_Codes,File_Path
CM_SSS_Sediment_Gravimetric_Moisture.csv,Gravimetric moisture from sediment samples. Methods information is embedded with methods codes that are defined in v4_CM_SSS_Methods_Codes.csv. The file follows the Environmental System Science Data Infrastructure for a Virtual Ecosystem (ESS-DIVE) Reporting Format for Soil; Sediment; and Water Chemistry data (Boye et al. 2022).,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021); ESS-DIVE Reporting Format for Soil; Sediment; and Water Chemistry (Boye et al. 2022), 2022-04-18, 2023-10-10,"""N/A""; ""-9999""; """"; ""NA"" ",/v5_CM_SSS_Data_Package/Sample_Data
CM_SSS_Sediment_NPOC_TN.csv,Dissolved organic carbon (DOC; reported as non-purgeable organic carbon; NPOC) and total nitrogen (TN) extracted from less than 2 millimeter sediment samples using MilliQ water. Methods information is embedded with methods codes that are defined in v*_CM_SSS_Methods_Codes.csv. The file follows the Environmental System Science Data Infrastructure for a Virtual Ecosystem (ESS-DIVE) Reporting Format for Soil; Sediment; and Water Chemistry data (Boye et al. 2022).,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021); ESS-DIVE Reporting Format for Soil; Sediment; and Water Chemistry (Boye et al. 2022), 2022-04-18, 2023-10-10,"""N/A""; ""-9999""; """"; ""NA"" ",/v5_CM_SSS_Data_Package/Sample_Data
CM_SSS_Sediment_Specific_Surface_Area.csv,Specific surface area data from sediment samples. This analysis was run on a subset of samples; more samples may be added in the future. Methods information is embedded with methods codes that are defined in v4_CM_SSS_Methods_Codes.csv. The file follows the Environmental System Science Data Infrastructure for a Virtual Ecosystem (ESS-DIVE) Reporting Format for Soil; Sediment; and Water Chemistry data (Boye et al. 2022).,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021); ESS-DIVE Reporting Format for Soil; Sediment; and Water Chemistry (Boye et al. 2022), 2022-04-18, 2023-10-10,"""N/A""; ""-9999""; """"; ""NA"" ",/v5_CM_SSS_Data_Package/Sample_Data
CM_SSS_Sediment_XRD.csv,X-ray diffraction (XRD) data from sediment samples. Methods information is embedded with methods codes that are defined in v4_CM_SSS_Methods_Codes.csv. The file follows the Environmental System Science Data Infrastructure for a Virtual Ecosystem (ESS-DIVE) Reporting Format for Soil; Sediment; and Water Chemistry data (Boye et al. 2022).,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021); ESS-DIVE Reporting Format for Soil; Sediment; and Water Chemistry (Boye et al. 2022), 2022-04-18, 2023-10-10,"""N/A""; ""-9999""; """"; ""NA"" ",/v5_CM_SSS_Data_Package/Sample_Data
CM_SSS_Water_FTICR_Methods.csv,Fourier-transform ion cyclotron resonance mass spectrometer (FTICR-MS) methods information embedded with method codes that are defined in v*_CM_SSS_Methods_Codes.csv. Data and instructions can be found in the FTICR folder. The file follows the Environmental System Science Data Infrastructure for a Virtual Ecosystem (ESS-DIVE) Reporting Format for Soil; Sediment; and Water Chemistry data (Boye et al. 2022).,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021); ESS-DIVE Reporting Format for Soil; Sediment; and Water Chemistry (Boye et al. 2022), 2022-04-18, 2023-10-10,"""N/A""; ""-9999""; """"; ""NA"" ",/v5_CM_SSS_Data_Package/Sample_Data
CM_SSS_Water_Ions.csv,Ion data from water samples. Methods information is embedded with methods codes that are defined in v4_CM_SSS_Methods_Codes.csv. The file follows the Environmental System Science Data Infrastructure for a Virtual Ecosystem (ESS-DIVE) Reporting Format for Soil; Sediment; and Water Chemistry data (Boye et al. 2022).,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021); ESS-DIVE Reporting Format for Soil; Sediment; and Water Chemistry (Boye et al. 2022), 2022-04-18, 2023-10-10,"""N/A""; ""-9999""; """"; ""NA"" ",/v5_CM_SSS_Data_Package/Sample_Data
v2_CM_SSS_Sediment_Normalized_Respiration_Rates.csv,Mean respiration rates normalized to sediment volume in the incubation vials. Methods information is embedded with methods codes that are defined in v4_CM_SSS_Methods_Codes.csv. The file follows the Environmental System Science Data Infrastructure for a Virtual Ecosystem (ESS-DIVE) Reporting Format for Soil; Sediment; and Water Chemistry data (Boye et al. 2022). The calculation used to produce some of these data (theoretical respiration rates) includes assumptions that the project team has decided are appropriate; but the user should decide if using this data is appropriate for their analysis. See methods deviation codes for more detail.,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021); ESS-DIVE Reporting Format for Soil; Sediment; and Water Chemistry (Boye et al. 2022), 2022-04-18, 2023-10-10,"""N/A""; ""-9999""; """"; ""NA"" ",/v5_CM_SSS_Data_Package/Sample_Data
v3_CM_SSS_Sediment_Fe.csv,"Iron (II) data from sediment samples. Methods information is embedded with methods codes that are defined in ""v*_CM_SSS_Methods_Codes.csv"". The file follows the Environmental System Science Data Infrastructure for a Virtual Ecosystem (ESS-DIVE) Reporting Format for Soil; Sediment; and Water Chemistry data (Boye et al. 2022). Samples that were incubated with both 10 milliliters of sediment and 2.5 milliliters of sediment have three additional replicates (-4; -5; -6 in addition to -1; -2; -3).",ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021); ESS-DIVE Reporting Format for Soil; Sediment; and Water Chemistry (Boye et al. 2022), 2022-04-18, 2023-10-10,"""N/A""; ""-9999""; """"; ""NA"" ",/v5_CM_SSS_Data_Package/Sample_Data
v3_CM_SSS_Sediment_Grain_Size.csv,Sediment grain size distribution (percent fine sane; percent medium sand; percent coarse sand; percent total sand; percent clay; percent silt) measured from the less than 2 millimeter fraction of sediment. Methods information is embedded with methods codes that are defined in v4_CM_SSS_Methods_Codes.csv. The file follows the Environmental System Science Data Infrastructure for a Virtual Ecosystem (ESS-DIVE) Reporting Format for Soil; Sediment; and Water Chemistry data (Boye et al. 2022).,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021); ESS-DIVE Reporting Format for Soil; Sediment; and Water Chemistry (Boye et al. 2022), 2022-04-18, 2023-10-10,"""N/A""; ""-9999""; """"; ""NA"" ",/v5_CM_SSS_Data_Package/Sample_Data
v3_CM_SSS_Sediment_Incubations_Respiration_Rates.csv,Respiration rates calculated from time series dissolved oxygen data measured from laboratory incubations of sediment. This data is used by the machine learning model. Methods information is embedded with methods codes that are defined in v4_CM_SSS_Methods_Codes.csv. The file follows the Environmental System Science Data Infrastructure for a Virtual Ecosystem (ESS-DIVE) Reporting Format for Soil; Sediment; and Water Chemistry data (Boye et al. 2022). Samples where data from the 2.5 milliliters of sediment was used have reps 4; 5; and 6 instead of 1; 2; and 3. Reps 1; 2; and 3 were used for the 10 milliliter incubation and that data was not used. The calculation used to produce some of these data (theoretical respiration rates) includes assumptions that the project team has decided are appropriate; but the user should decide if using this data is appropriate for their analysis. See methods deviation codes for more detail.,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021); ESS-DIVE Reporting Format for Soil; Sediment; and Water Chemistry (Boye et al. 2022), 2022-04-18, 2023-10-10,"""N/A""; ""-9999""; """"; ""NA"" ",/v5_CM_SSS_Data_Package/Sample_Data
v3_CM_SSS_Water_NPOC_TN.csv,Dissolved organic carbon (DOC; reported as non-purgeable organic carbon; NPOC) and total nitrogen (TN) from water samples. Methods information is embedded with methods codes that are defined in v4_CM_SSS_Methods_Codes.csv. The file follows the Environmental System Science Data Infrastructure for a Virtual Ecosystem (ESS-DIVE) Reporting Format for Soil; Sediment; and Water Chemistry data (Boye et al. 2022).,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021); ESS-DIVE Reporting Format for Soil; Sediment; and Water Chemistry (Boye et al. 2022), 2022-04-18, 2023-10-10,"""N/A""; ""-9999""; """"; ""NA"" ",/v5_CM_SSS_Data_Package/Sample_Data
v4_CM_SSS_Sediment_Sample_Data_Summary.csv,"Mean iron (II); mean respiration; mean normalized respiration; specific surface area; grain size; mean adenosine triphosphate (ATP); X-Ray diffraction (XRD); mean gravimetric moisture; and percent carbon and nitrogen (CN) from sediment samples. Methods information is embedded with methods codes that are defined in v4_CM_SSS_Methods_Codes.csv. The file follows the Environmental System Science Data Infrastructure for a Virtual Ecosystem (ESS-DIVE) Reporting Format for Soil; Sediment; and Water Chemistry data (Boye et al. 2022). For each sampling event (e.g. CM_005_Sediment); the iron (Fe) values of all biological and analytical replicates of 10 milliliter incubations ONLY (i.e. replicates -1; -2; and -3) are averaged. The other data types have values of all biological replicates averaged per sampling event. The grain size data; XRD data; and CN data is not averaged because there is only one rep per sampling event; therefore CM_005_Sediment is the same as CM_005_GRN; CM_005_XRD; and CM_005_SSA. The ""Mean_Missing_Reps"" column indicates if a mean does not include all replicates using a TRUE/FALSE flag where TRUE indicates one or more replicates are missing from the mean. This file was previously called ""CM_SSS_Sediment_Normalized_Respiration_Rates_Summary.csv"". Specific surface area was run on a subset of sampling events (i.e. Parent ID). Specific surface area data from additional sampling events (i.e. Parent_IDs) may be added in the future.",ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021); ESS-DIVE Reporting Format for Soil; Sediment; and Water Chemistry (Boye et al. 2022), 2022-04-18, 2023-10-10,"""N/A""; ""-9999""; """"; ""NA"" ",/v5_CM_SSS_Data_Package/Sample_Data
v4_CM_SSS_Sediment_Water_Mass_Volume.csv,"Wet sediment mass; dry sediment mass; water mass; and wet sediment volume in incubation and sediment vials. The data from samples with ""INC"" in the sample name were used to normalize the respiration data. The data from samples with ""SED"" in the sample name were used to normalize the sediment NPOC/TN data. Methods information is embedded with methods codes that are defined in v4_CM_SSS_Methods_Codes.csv. The file follows the Environmental System Science Data Infrastructure for a Virtual Ecosystem (ESS-DIVE) Reporting Format for Soil; Sediment; and Water Chemistry data (Boye et al. 2022). Samples that were incubated with both 10 milliliters of sediment and 2.5 milliliters of sediment have three additional replicates (-4; -5; -6 in addition to -1; -2; -3).",ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021); ESS-DIVE Reporting Format for Soil; Sediment; and Water Chemistry (Boye et al. 2022), 2022-04-18, 2023-10-10,"""N/A""; ""-9999""; """"; ""NA"" ",/v5_CM_SSS_Data_Package/Sample_Data
v4_CM_SSS_Water_Sample_Data_Summary.csv,"Mean dissolved organic carbon (DOC; measured as non-purgeable organic carbon; NPOC); mean total nitrogen; and mean ion data from water samples. For each sampling event (e.g. CM_005_OCN) the values of each of the three biological replicates (e.g. CM_005_OCN-1; CM_005_OCN-2; CM_005_OCN-3) are averaged. Any replicate values that were an outlier (using distance-based outlier detection) or above/below the limit of detection are not included in the mean. The ""Mean_Missing_Reps"" column indicates if a mean does not include all three replicates using a TRUE/FALSE flag where TRUE indicates one or more replicates are missing from the mean. Methods information is embedded with methods codes that are defined in v4_CM_SSS_Methods_Codes.csv. The file follows the Environmental System Science Data Infrastructure for a Virtual Ecosystem (ESS-DIVE) Reporting Format for Soil; Sediment; and Water Chemistry data (Boye et al. 2022). This file was previously called ""CM_SSS_Water_NPOC_TN_Summary.csv"".",ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021); ESS-DIVE Reporting Format for Soil; Sediment; and Water Chemistry (Boye et al. 2022), 2022-04-18, 2023-10-10,"""N/A""; ""-9999""; """"; ""NA"" ",/v5_CM_SSS_Data_Package/Sample_Data
v5_CM_SSS_Methods_Codes.csv,Definitions of methods codes used in sample data files. The file follows the Environmental System Science Data Infrastructure for a Virtual Ecosystem (ESS-DIVE) Reporting Format for Soil; Sediment; and Water Chemistry data (Boye et al. 2022).,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021); ESS-DIVE Reporting Format for Soil; Sediment; and Water Chemistry (Boye et al. 2022), 2022-04-18, 2023-10-10,"""N/A""; ""-9999""; """"; ""NA"" ",/v5_CM_SSS_Data_Package/Sample_Data
CM_SSS_CoreMS_Processed_ICR_Mol.csv,"Processed FTICR-MS data containing molecular information describing each mass value for both sediment and water samples in the files ending in  ""CoreMS_Processed_ICR_Data.csv"". Use the ""Calibrated_Mass"" column to merge molecular properties with the data files. This data is processed from .xml files. ",ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021), 2022-04-18, 2023-10-10,"""N/A""; ""-9999""; """"; ""NA"" ",/v5_CM_SSS_Data_Package/Sample_Data/FTICR
CM_SSS_Sediment_CoreMS_Processed_ICR_Calibration.csv,Combined CoreMS calibration outputs (.cal files) across all sediment samples.  This data is processed from .xml files. ,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021), 2022-04-18, 2023-10-10,"""N/A""; ""-9999""; """"; ""NA"" ",/v5_CM_SSS_Data_Package/Sample_Data/FTICR
CM_SSS_Sediment_CoreMS_Processed_ICR_Data.csv,"Processed FTICR-MS mass-by-sample data from sediment extract samples. The first column contains calibrated masses. The following columns are samples. Each row is a peak intensity with values higher than zero indicating the peak is present in that sample. Use the ""Calibrated_Mass"" column to merge data with the mol files.  This data is processed from .xml files. ",ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021), 2022-04-18, 2023-10-10,"""N/A""; ""-9999""; """"; ""NA"" ",/v5_CM_SSS_Data_Package/Sample_Data/FTICR
CM_SSS_Water_CoreMS_Processed_ICR_Calibration.csv,Combined CoreMS calibration outputs (.cal files) across all water samples.  This data is processed from .xml files. ,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021), 2022-04-18, 2023-10-10,"""N/A""; ""-9999""; """"; ""NA"" ",/v5_CM_SSS_Data_Package/Sample_Data/FTICR
CM_SSS_Water_CoreMS_Processed_ICR_Data.csv,"Processed FTICR-MS mass-by-sample data from water samples. The first column contains calibrated masses. The following columns are samples. Each row is a peak intensity with values higher than zero indicating the peak is present in that sample. Use the ""Calibrated_Mass"" column to merge data with the mol files.  This data is processed from .xml files. ",ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021), 2022-04-18, 2023-10-10,"""N/A""; ""-9999""; """"; ""NA"" ",/v5_CM_SSS_Data_Package/Sample_Data/FTICR
CoreMS_MergeProcess.Rmd,"R markdown that combines CoreMS outputs (.corems.csv files) contained in a specified directory. Additionally, this markdown will run ftmsRanalysis to calculate additional molecular information and Song et al lambda calculation.  See ""Instructions_for_Processing_FTICR_Data_using_CoreMS.pdf"" for more details. ",N/A,-9999,-9999,N/A,/v5_CM_SSS_Data_Package/Sample_Data/FTICR/FTICR_Instructions
CoreMS_Runner.py,"Python script used to run the CoreMS workflow and generates CoreMS outputs.  See ""Instructions_for_Processing_FTICR_Data_using_CoreMS.pdf"" for more details. ",N/A,-9999,-9999,N/A,/v5_CM_SSS_Data_Package/Sample_Data/FTICR/FTICR_Instructions
Format_CoreMS_Outputs.R,R script that  formats files from CoreMS outputs into ESS-DIVE CSV reporting format compliant files. This script is provided for traceability. ,N/A,-9999,-9999,N/A,/v5_CM_SSS_Data_Package/Sample_Data/FTICR/FTICR_Instructions
getLambda.R,R script for the lambda calculation from Song et al 2020 (https://doi.org/10.3389/fmicb.2020.531756). Modified from https://github.com/hyunseobsong/lambda. ,N/A, 2022-04-18, 2023-10-10,N/A,/v5_CM_SSS_Data_Package/Sample_Data/FTICR/FTICR_Instructions
Instructions_for_Processing_FTICR_Data_using_CoreMS.pdf,Instructions for processing FTICR-MS data using our CoreMS pipeline.,N/A,-9999,-9999,N/A,/v5_CM_SSS_Data_Package/Sample_Data/FTICR/FTICR_Instructions
*SED*.corems.cal,"CoreMS mass calibration file. The first asterisk * indicates the sample name; ""SED"" indicates it was a sediment extract sample. ""SED"" is followed by a hyphen and the replicate indicator (1; 2; or 3); followed by  the ion accumulation time (IAT). The ""p"" in the IAT indicates the decimal point (i.e. p01 indicates an IAT of 0.1 and 1p2 indicates an IAT of 1.2). Each sample had three replicates. FTICR methods information can be found in  CM_SSS_Sediment_FTICR_Methods.csv.csv and the file ending in ""Methods_Codes.csv"". See the FTICR_Instructions folder and readme for more details.",N/A,-9999,-9999,N/A,/v5_CM_SSS_Data_Package/Sample_Data/FTICR/Sediment_CoreMS_Output_Files
*SED*.corems.csv,"CoreMS output FTICR-MS files.  This data is processed from .xml files. The first asterisk * indicates the sample name; ""SED"" indicates it was a sediment extract sample. ""SED"" is followed by a hyphen and the replicate indicator (1; 2; or 3); followed by  the ion accumulation time (IAT). The ""p"" in the IAT indicates the decimal point (i.e. p01 indicates an IAT of 0.1 and 1p2 indicates an IAT of 1.2). Each sample had three replicates. FTICR methods information can be found in  CM_SSS_Sediment_FTICR_Methods.csv.csv and the file ending in ""Methods_Codes.csv"". See the FTICR_Instructions folder and readme for more details.",ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021), 2022-04-18, 2023-10-10,"""N/A""; ""-9999""; """"; ""NA"" ",/v5_CM_SSS_Data_Package/Sample_Data/FTICR/Sediment_CoreMS_Output_Files
*SED*.corems.json,"CoreMS setting used at time of analysis.  The first asterisk * indicates the sample name; ""SED"" indicates it was a sediment extract sample. ""SED"" is followed by a hyphen and the replicate indicator (1; 2; or 3); followed by  the ion accumulation time (IAT). The ""p"" in the IAT indicates the decimal point (i.e. p01 indicates an IAT of 0.1 and 1p2 indicates an IAT of 1.2). Each sample had three replicates. FTICR methods information can be found in  CM_SSS_Sediment_FTICR_Methods.csv.csv and the file ending in ""Methods_Codes.csv"". See the FTICR_Instructions folder and readme for more details.",N/A, 2022-04-18, 2023-10-10,N/A,/v5_CM_SSS_Data_Package/Sample_Data/FTICR/Sediment_CoreMS_Output_Files
*SED*.xml,"Raw FTICR-MS instrument files that have preprocessed (i.e., peak picked) in Bruker. The first asterisk * indicates the sample name; ""SED"" indicates it was a sediment extract sample. ""SED"" is followed by a hyphen and the replicate indicator (1; 2; or 3); followed by  the ion accumulation time (IAT). The ""p"" in the IAT indicates the decimal point (i.e. p01 indicates an IAT of 0.1 and 1p2 indicates an IAT of 1.2). Each sample had three replicates. FTICR methods information can be found in  CM_SSS_Sediment_FTICR_Methods.csv.csv and the file ending in ""Methods_Codes.csv"". See the FTICR_Instructions folder and readme for more details.",N/A, 2022-04-18, 2023-10-10,N/A,/v5_CM_SSS_Data_Package/Sample_Data/FTICR/Sediment_XML_files
*ICR*.corems.cal,"CoreMS mass calibration file.  This data is processed from .xml files. The first asterisk * indicates the sample name; ""ICR"" indicates it was a water sample from the incubation. ""ICR"" is followed by a hyphen and the replicate indicator (1; 2; or 3); followed by  the ion accumulation time (IAT). The ""p"" in the IAT indicates the decimal point (i.e. p01 indicates an IAT of 0.1 and 1p2 indicates an IAT of 1.2). Each sample had three replicates. FTICR methods information can be found in CM_SSS_Water_FTICR_Methods.csv and the file ending in ""Methods_Codes.csv"". See the FTICR_Instructions folder and readme for more details.",N/A, 2022-04-18, 2023-10-10,N/A,/v5_CM_SSS_Data_Package/Sample_Data/FTICR/Water_CoreMS_Output_Files
*ICR*.corems.csv,"CoreMS output FTICR-MS files.  This data is processed from .xml files. The first asterisk * indicates the sample name; ""ICR"" indicates it was a water sample from the incubation. ""ICR"" is followed by a hyphen and the replicate indicator (1; 2; or 3); followed by  the ion accumulation time (IAT). The ""p"" in the IAT indicates the decimal point (i.e. p01 indicates an IAT of 0.1 and 1p2 indicates an IAT of 1.2). Each sample had three replicates. FTICR methods information can be found in CM_SSS_Water_FTICR_Methods.csv and the file ending in ""Methods_Codes.csv"". See the FTICR_Instructions folder and readme for more details.",ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021), 2022-04-18, 2023-10-10,"""N/A""; ""-9999""; """"; ""NA"" ",/v5_CM_SSS_Data_Package/Sample_Data/FTICR/Water_CoreMS_Output_Files
*ICR*.corems.json,"CoreMS setting used at time of analysis. This data is processed from .xml files. The first asterisk * indicates the sample name; ""ICR"" indicates it was a water sample from the incubation. ""ICR"" is followed by a hyphen and the replicate indicator (1; 2; or 3); followed by  the ion accumulation time (IAT). The ""p"" in the IAT indicates the decimal point (i.e. p01 indicates an IAT of 0.1 and 1p2 indicates an IAT of 1.2). Each sample had three replicates. FTICR methods information can be found in CM_SSS_Water_FTICR_Methods.csv and the file ending in ""Methods_Codes.csv"". See the FTICR_Instructions folder and readme for more details.",N/A, 2022-04-18, 2023-10-10,N/A,/v5_CM_SSS_Data_Package/Sample_Data/FTICR/Water_CoreMS_Output_Files
*ICR*.xml,"Raw FTICR-MS instrument files that have been preprocessed  (i.e., peak picked) in Bruker. The first asterisk * indicates the sample name; ""INC"" indicates it was a water sample from the incubation. ""INC"" is followed by a hyphen and the replicate indicator (1; 2; or 3); followed by  the ion accumulation time (IAT). The ""p"" in the IAT indicates the decimal point (i.e. p01 indicates an IAT of 0.1 and 1p2 indicates an IAT of 1.2). Each sample had three replicates. FTICR methods information can be found in CM_SSS_Water_FTICR_Methods.csv and the file ending in ""Methods_Codes.csv"". See the FTICR_Instructions folder and readme for more details.",N/A, 2022-04-18, 2023-10-10,N/A,/v5_CM_SSS_Data_Package/Sample_Data/FTICR/Water_XML_Files
CM_Respiration_10-28-2022.R,"The R code used to calculate respiration rates from the time series dissolved oxygen data for sample names that have ""CM"" at the beginning.",N/A,-9999,-9999,N/A,/v5_CM_SSS_Data_Package/Sample_Data/RespirationRateCalculation_R_Code_and_Plots
readme_respirationcode.txt,Brief description of the R code and input file used to calculate respiration rates from time series dissolved oxygen data.,N/A,-9999,-9999,N/A,/v5_CM_SSS_Data_Package/Sample_Data/RespirationRateCalculation_R_Code_and_Plots
SSS_DO_INC.csv,Time series dissolved oxygen data used to calculate respiration rates for samples starting with SSS. The detection limit for the Fibox 3 is 0.015 milligrams per liter and the precision is 0.04 milligrams per liter.,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021), 2022-04-18, 2023-10-10,"""N/A""; ""-9999""; """"; ""NA"" ",/v5_CM_SSS_Data_Package/Sample_Data/RespirationRateCalculation_R_Code_and_Plots
SSS_Respiration_10-28-2022.R,"The R code used to calculate respiration rates from the time series dissolved oxygen data for sample names that have ""SSS"" at the beginning.",N/A, 2022-04-18, 2023-10-10,N/A,/v5_CM_SSS_Data_Package/Sample_Data/RespirationRateCalculation_R_Code_and_Plots
