Column_or_Row_Name,Unit,Definition,Data_Type,Term_Type
01397_N_percent_per_mg,percent,"Percent total nitrogen in less than 2 millimeter sediment samples. 5-digit prefix refers to a US Geological Survey parameter code. Methods information is embedded in first few rows with methods codes that are defined in the file that ends in ""Methods_Codes.csv"".",numeric,column_header
13C,N/A,Number of 13-Carbon atoms assigned to a peak.,numeric,column_header
17O,N/A,Number of 17-Oxygen atoms assigned to a peak.,numeric,column_header
18O,N/A,Number of 18-Oxygen atoms assigned to a peak.,numeric,column_header
33S,N/A,Number of 33-sulfur atoms assigned to a peak.,numeric,column_header
34S,N/A,Number of 34-sulfur atoms assigned to a peak.,numeric,column_header
62948_Gravimetric_Moisture_g_per_g,grams per gram,"Gravimetric moisture of in less than 2 millimeter sediment samples. 5-digit prefix refers to a US Geological Survey parameter code. Methods information is embedded in first few rows with methods codes that are defined in the file that ends in ""Methods_Codes.csv"".",numeric,column_header
71851_NO3_mg_per_L_as_NO3,milligrams per liter,"Nitrate reported as nitrate (rather than as nitrogen). 5-digit prefix refers to a US Geological Survey parameter code. Methods information is embedded in first few rows with methods codes that are defined in the file that ends in ""Methods_Codes.csv"". This analysis was run on a subset of sampling events (i.e. Parent ID). Data from additional sampling events (i.e. Parent_IDs) may be added in the future.",numeric,column_header
71856_NO2_mg_per_L_as_NO2,milligrams per liter,"Nitrite reported as nitrite (rather than as nitrogen). 5-digit prefix refers to a US Geological Survey parameter code. Methods information is embedded in first few rows with methods codes that are defined in the file that ends in ""Methods_Codes.csv"". This analysis was run on a subset of sampling events (i.e. Parent ID). Data from additional sampling events (i.e. Parent_IDs) may be added in the future.",numeric,column_header
71870_Br_mg_per_L,milligrams per liter,"Bromide. 5-digit prefix refers to a US Geological Survey parameter code. Methods information is embedded in first few rows with methods codes that are defined in the file that ends in ""Methods_Codes.csv"". This analysis was run on a subset of sampling events (i.e. Parent ID). Data from additional sampling events (i.e. Parent_IDs) may be added in the future.",numeric,column_header
Additional_Sampling_Notes,N/A,Additional notes about any of the sampling (relevant field conditions; deviations from protocol; major hydromorphic features).,text,column_header
AI,N/A,Aromaticity index calculated as per Koch and Dittmar; 2006; 2016.,numeric,column_header
AI_Mod,N/A,Modified aromaticity index calculated as per Koch and Dittmar; 2006; 2016.,numeric,column_header
Albite_percent,percent,"Percent albite in less than 2 millimeter sediment samples. Methods information is embedded in first few rows with methods codes that are defined in the file that ends in ""Methods_Codes.csv"".",numeric,column_header
Algal_Mat_Coverage,N/A,Estimated algal mat cover on riverbed. One of the following classes may be selected: full; partial; or no coverage.,text,column_header
Amphibole_percent,percent,"Percent amphibole in less than 2 millimeter sediment samples. Methods information is embedded in first few rows with methods codes that are defined in the file that ends in ""Methods_Codes.csv"".",numeric,column_header
Apatite_percent,percent,"Percent apatite in less than 2 millimeter sediment samples. Methods information is embedded in first few rows with methods codes that are defined in the file that ends in ""Methods_Codes.csv"".",numeric,column_header
ATP_nanomoles_per_L,nanomoles per liter,"Adenosine triphosphate (ATP) concentration in nanomoles per liter extracted from less than 2 millimeter sediment samples. Methods information is embedded in first few rows with methods codes that are defined in the file that ends in ""Methods_Codes.csv"".",numeric,column_header
ATP_picomoles_per_g,picomoles per gram,"Adenosine triphosphate (ATP) extracted from less than 2 millimeter sediment samples normalized to picomoles per gram using mass of dry sediment; mass of water in sediment; mass of ethylenediaminetetraacetic acid (EDTA); and mass of reagent used in extraction. Methods information is embedded in first few rows with methods codes that are defined in the file that ends in ""Methods_Codes.csv"".",numeric,column_header
AVG_DO_mg_per_L,milligrams per liter,Average of measurements of dissolved oxygen in laboratory incubation.,numeric,column_header
Battery,volts,Remaining sensor internal battery voltage.,numeric,column_header
bs1_class,N/A,Boundaries used to assign compound classes to molecular formula. Boundary sets 1 are Van Krevelen-based (Kim et al.; 2003).,text,column_header
bs2_class,N/A,Boundaries used to assign compound classes to molecular formula. Boundary sets 2 are Van Krevelen-based (Bailey et al.; 2017).,text,column_header
bs3_class,N/A,Boundaries used to assign compound classes to molecular formula. Boundary sets  3 further integrate stoichiometry to assign modified compound classes (Rivas-Urbach et al.; 2018).,text,column_header
C,N/A,Carbon atoms in the analyzed molecule. Identified by an algorithm in Kujawinski and Behn 2006 and modified as described in Tfaily et al.; 2017.,numeric,column_header
Calcite_percent,percent,"Percent calcite in less than 2 millimeter sediment samples. Methods information is embedded in first few rows with methods codes that are defined in the file that ends in ""Methods_Codes.csv"".",numeric,column_header
Calculated_Mass,mass_to_charge_ratio,Calculated ionic mass for the assigned molecular formula. The units of mass to charge ratio is commonly denoted as m/z.,numeric,column_header
Calibrated_Mass,mass_to_charge_ratio,Ionic mass of a peak after calibration in CoreMS. The units of mass to charge ratio is commonly denoted as m/z.,numeric,column_header
Calibration_Order,N/A,"Order of the polynomial function used during calibration in CoreMS (1 = linear, 2 = quadratic).",numeric,column_header
Calibration_Points,N/A,Number of calibration points used during calibration in CoreMS.,numeric,column_header
Calibration_RMSE,N/A,Root mean square error (RMSE) of the calibration in CoreMS.,numeric,column_header
Calibration_Threshold,N/A,Threshold of acceptable number of calibration points set for the automated calibration function in our CoreMS pipeline.,numeric,column_header
Canopy_Coverage,N/A,Estimated canopy coverage over the river only. Total riparian zone canopy cover does not apply. One of the following classes may be selected: full; partial; or no coverage.,text,column_header
Chlorite_percent,percent,"Percent chlorite in less than 2 millimeter sediment samples. Methods information is embedded in first few rows with methods codes that are defined in the file that ends in ""Methods_Codes.csv"".",numeric,column_header
City,N/A,City.,text,column_header
City_or_Township,N/A,City or township.,text,column_header
CM_*,N/A,Sample name with rows representing peak intensities reflected as presence absence.,numeric,column_header
CM_SED_Blk-*,N/A,Blank sample name with rows representing peak intensities reflected as presence absence.,numeric,column_header
Collection_Date,YYYY-MM-DD,Date of sample collection.,date,column_header
Collection_Method,N/A,Method of sample collection registered in the System for Earth Sample Registration (SESAR; https://www.geosamples.org/about/services#igsnregistration) system. Controlled vocabulary from SESAR.,text,column_header
Collection_Method_Description,N/A,Description of how sample was collected.,text,column_header
Collector_Chief_Scientist,N/A,Name of person who collected the sample or primary contact.,text,column_header
Column_or_Row_Name,N/A,Column or row headers from each tabular file (comma-separated values (.csv) or tab-separated values (.tsv)) in the dataset.,text,column_header
Comment,N/A,Name of study associated with sample.,text,column_header
Confidence_Score,N/A,"Value (0-1) given by CoreMS to the assigned molecular formula with 1 being the highest confidence (e.g., approximate likelihood of being accurate).",numeric,column_header
Contact_First_Name,N/A,Contact first name.,text,column_header
Contact_Last_Name,N/A,Contact last name.,text,column_header
Country,N/A,Country where sample was collected.,text,column_header
Data_Type,N/A,Type of data (numeric; text; date; time; datetime).,text,column_header
Date,YYYY-MM-DD,Date.,date,column_header
Date_End,YYYY-MM-DD,The latest date in the file.,date,column_header
Date_Start,YYYY-MM-DD,The earliest date in the file.,date,column_header
DateTime,YYYY-MM-DD hh:mm:ss,Date and time of measurement.,datetime,column_header
DBE,N/A,Double bond equivalent or degree of unsaturation calculated as per Koch and Dittmar; 2006; 2016.,numeric,column_header
DBE_1,N/A,Double bond equivalent or degree of unsaturation calculated as per Koch and Dittmar; 2006; 2016.,numeric,column_header
DBE_AI,N/A,The minimum number of C-C double bonds plus rings in a common molecular structure containing heteroatoms. Calculated as per Koch and Dittmar; 2006; 2016.,numeric,column_header
DBE_O,N/A,Double bond equivalent minus Oxygen calculated as per Koch and Dittmar; 2006; 2016.,numeric,column_header
Definition,N/A,Description of the information in a given column or row in the dataset.,text,column_header
delGcox0PerCmol,kJ_per_C_mol,Gibbs free energy of the carbon oxidation half reaction under standard conditions (pH = 0). Calculated as  per LaRowe and Van Cappellen; 2011.,numeric,column_header
delGcoxPerCmol,kJ_per_C_mol,Gibbs free energy of the carbon oxidation half reaction at pH 7. Calculated as per Song et al.; 2020.,numeric,column_header
delGd,kJ_per_Compound_mol,Gibbs free energy of the carbon oxidation half reaction per compound mol at pH 7. Calculated as per Song et al.; 2020.,numeric,column_header
delGd0,kJ_per_Compound_mol,Gibbs free energy of the carbon oxidation half reaction per compound mol at pH 0. Calculated as per Song et al.; 2020.,numeric,column_header
Depositional_Type,N/A,Depositional zone type. From provided controlled vocabulary with option to write in other terms.,text,column_header
Dissolved_Oxygen,milligrams per liter,Dissolved oxygen measured during in situ sensor deployment.,numeric,column_header
Dissolved_Oxygen_sd,milligrams per liter,"Standard deviation of dissolved oxygen (DO) in milligrams per liter. This calculation excludes the first 20 minutes and last 5 minutes inside the water to account for the equilibration time of the instrument for the samples that begin with ""CM"". Samples that begin with ""SSS"" are trimmed to the average time of equilibrated CM data. The dissolved oxygen data also includes an offset for instrument calibration.",numeric,column_header
DO_Concentration_At_Incubation_Time_Zero,milligrams per liter,Dissolved oxygen measurement taken at time zero which signifies the beginning of the sediment incubation.,numeric,column_header
Dolomite_percent,percent,"Percent dolomite in less than 2 millimeter sediment samples. Methods information is embedded in first few rows with methods codes that are defined in the file that ends in ""Methods_Codes.csv"".",numeric,column_header
Dry_Sediment_Mass_g,grams,Sediment dry mass.,numeric,column_header
Dry_Sediment_Mass_MOI_g,grams,"Sediment dry mass from less than 2 millimeter fraction in moisture tins (i.e. the container samples with ""MOI"" are in). Methods information is embedded in first few rows with methods codes that are defined in the file that ends in ""Methods_Codes.csv"".",numeric,column_header
Error_ppm,parts_per_million,Parts per million error calculated as [expected molecular mass - measured molecular mass]/expected molecular mass * 1e6).,numeric,column_header
Error_Score,N/A,Value (0-1) given by CoreMS to the individual peaks that determines whether the error was acceptable with 1 being acceptable.,numeric,column_header
Extractable_NPOC_mg_per_kg,milligrams per liter,"Dissolved organic carbon (DOC) measured as non-purgeable organic carbon (NPOC) and reported as carbon in milligrams per liter.  NPOC extracted from less than 2 millimeter sediment samples using native, filtered water from sampling site. Methods information is embedded in first few rows of respective data file with methods codes that are defined in the file that ends in ""Methods_Codes.csv"".",numeric,column_header
Extractable_NPOC_mg_per_L,milligrams per kilogram,"Dissolved organic carbon (DOC) measured as non-purgeable organic carbon (NPOC) and reported as carbon in milligrams per kilogram. NPOC extracted from less than 2 millimeter sediment samples using native, filtered water from sampling site. Samples were normalized to milligrams NPOC per kilogram sediment in the incubation vial using the dry mass of sediment and mass of water in the incubation vial. Methods information is embedded in first few rows of respective data file with methods codes that are defined in the file that ends in ""Methods_Codes.csv"".",numeric,column_header
Extractable_TN_mg_per_kg,milligrams per liter,"Total dissolved nitrogen [nitrate + nitrite + ammonia + organic-N] reported as nitrogen in milligrams per liter.  TN extracted from less than 2 millimeter sediment samples using native, filtered water from sampling site. Methods information is embedded in first few rows of respective data file with methods codes that are defined in the file that ends in ""Methods_Codes.csv"".",numeric,column_header
Extractable_TN_mg_per_L,milligrams per kilogram,"Total dissolved nitrogen [nitrate + nitrite + ammonia + organic-N] reported as nitrogen in milligrams per kilogram.  TN extracted from less than 2 millimeter sediment samples using native, filtered water from sampling site. Samples were normalized to milligrams TN per kilogram sediment in the incubation vial using the dry mass of sediment and mass of water in the incubation vial. Methods information is embedded in first few rows of respective data file with methods codes that are defined in the file that ends in ""Methods_Codes.csv"".",numeric,column_header
Fe_mg_per_kg,milligrams per kilogram,Iron (II) data in milligrams per kilogram. Samples were normalized to milligrams iron (II) per kilogram sediment in the incubation vial using the dry mass of sediment and mass of water in the incubation vial. Sediment from less than 2 millimeter fraction.,numeric,column_header
Fe_mg_per_L,milligrams per liter,Iron (II) data in milligrams per liter. Iron (II) extracted from sediment from less than 2 millimeter fraction.,numeric,column_header
FIBOX_Station,N/A,Indicator of which Fibox station the incubation was performed at.,text,column_header
Field_Name,N/A,Name of field of header rows before data.,text,column_header
Field_Name_Informal_Classification,N/A,Informal classification of sample.,text,column_header
Field_Program_Cruise,N/A,Name of field program or cruise registered in the System for Earth Sample Registration (SESAR; https://www.geosamples.org/about/services#igsnregistration) system.,text,column_header
File_Description,N/A,A brief description of the files in the data package.,text,column_header
File_Name,N/A,Name of files in the data package.,text,column_header
File_Path,N/A,File path within the data package.,text,column_header
FTICR-MS,N/A,"Methods information for Fourier transform ion cyclotron resonance mass spectrometry (FTICR-MS). Methods information is embedded in first few rows of respective data file with methods codes that are defined in the file that ends in ""Methods_Codes.csv"".",text,column_header
General_Vegetation,N/A,General vegetation type from provided controlled vocabulary during sediment sampling. From provided controlled vocabulary with the option to select up to 2 if mixed.,text,column_header
GFE,kJ_per_C_mol,Gibbs free energy of the carbon oxidation half reaction under standard conditions. Calculated as per LaRowe and Van Cappellen; 2011.,numeric,column_header
H,N/A,Hydrogen atoms in the analyzed molecule. Identified by an algorithm in Kujawinski and Behn 2006 and modified as described in Tfaily et al.; 2017.,numeric,column_header
Heteroatom_Class,N/A,"The type of heteroatoms (e.g., oxygen, nitrogen, sulfur, phosphorous) in a formula.",text,column_header
HtoC_ratio,N/A,Hydrogen to carbon ratio.,numeric,column_header
Hydrogeomorphology,N/A,General hydrogeomorphology of river. One of the following classes may be selected: multi-channel (braided); single-channel straight; single-channel meandering.,text,column_header
Hydrograph_Online,N/A,Link to hydrograph if available.,text,column_header
IGSN,N/A,International Generic Sample Numbers (IGSNs) registered with System for Earth Sample Registration (SESAR; https://www.geosamples.org/about/services#igsnregistration).,text,column_header
Index,N/A,Index of peak.,numeric,column_header
InstallationMethod_Description,N/A,Free text field to describe the sensor installation/deployment design; structure; or general information.,text,column_header
InstallationMethod_ID,N/A,Unique user-determined ID for a method described in the InstallationMethods_Description column in InstallationMethods.csv and listed as a metadata header row term in the data files.,text,column_header
Intermittent_or_Perennial,N/A,Indicator of if the stream is intermittent or perennial.,text,column_header
Ion_Charge,N/A,Charge of the ion. This value is -1 for all  samples because we run our samples using electrospray ionization in the negative mode.,numeric,column_header
Ion_Type,N/A,"Indicates whether a formula was assigned from a given ionization category. This is always ""de-protonated"" because we run our samples using electrospray ionization in the negative mode.",text,column_header
Is_Isotopologue,N/A,Indicates whether a formula contains different isotopes of the same atom with 0 indicating it is not an isotopologue and 1 indicating that it is an isotopologue.,numeric,column_header
Isotopologue_Similarity,N/A,Value (0-1) given by CoreMS to evaluate whether an isotopologue matches the mono-isotopic version of the formula with 1 being the closest match.,numeric,column_header
kdefect.CH2,N/A,Kendrick Defect = Nominal Kendrick Mass - Kendrick Mass; Hughey et al.; 2001.,numeric,column_header
kmass.CH2,N/A,(IUPACmass)(14/14.01565); where IUPAC mass is based on the 12C atomic mass as exactly 12 Da. Hughey et al.; 2001.,numeric,column_header
lamO2,N/A,Thermodynamic efficiency (defined by lambda) at pH 7. Calculated as per Song et al.; 2020.,numeric,column_header
lamO20,N/A,Thermodynamic efficiency (defined by lambda) at standard state (pH = 0). Calculated as per Song et al.; 2020.,numeric,column_header
Latitude,decimal degrees WGS1984,Geographic location (latitude).,numeric,column_header
Locality,N/A,Name of field site where sample was collected.,numeric,column_header
Locality_Description,N/A,Description of the locality.,text,column_header
Longitude,decimal degrees WGS1984,Geographic location (longitude).,numeric,column_header
M1_DO_mg_per_L,milligrams per liter,First Fibox measurement of dissolved oxygen in laboratory incubation.,numeric,column_header
M2_DO_mg_per_L,milligrams per liter,Second Fibox measurement of dissolved oxygen in laboratory incubation.,numeric,column_header
M3_DO_mg_per_L,milligrams per liter,Third Fibox measurement of dissolved oxygen in laboratory incubation.,numeric,column_header
Macrophyte_Coverage,N/A,Estimated macrophyte cover in the river. One of the following classes may be selected: full; partial; or no coverage.,text,column_header
Mass,mass_to_charge_ratio,Measured ionic mass. The units of mass to charge ration is commonly denoted as m/z.,numeric,column_header
Material,N/A,Type of sample (e.g. Liquid>aqueous; sediment; etc.). Uses a controlled vocabulary from System for Earth Sample Registration (SESAR; https://www.geosamples.org/about/services#igsnregistration) system.,text,column_header
Mean_00602_TN_mg_per_L_as_N,milligrams per liter,"Mean dissolved nitrogen [nitrate + nitrite + ammonia + organic-N] reported as nitrogen. 5-digit prefix refers to a US Geological Survey parameter code. For each sampling event (e.g. CM_005_Water); the total nitrogen (TN) values of each of the three biological replicates (e.g.CM_005_TN-1; CM_005_TN-2; CMC_005_TN-3) are averaged. Any replicate values that were identified as an outlier or were above/below the limit of detection are not included in the mean. Outliers were identified using distance based outlier detection. If the set of replicates had a coefficient of variation of 30 percent or higher; the outlier was identified by calculating the distance between each of the replicates. The replicate with the highest distance to the other two replicates was flagged as an outlier. The ""Mean_Missing_Reps"" column indicates if a mean does not include all three replicates using a TRUE/FALSE flag where TRUE indicates one or more replicates are missing from the mean. Methods information is embedded in first few rows with methods codes that are defined in the file that ends in ""Methods_Codes.csv"".",numeric,column_header
Mean_00653_PO4_mg_per_L_as_PO4,milligrams per liter,"Mean phosphate reported as phosphate (rather than as phosphorus). 5-digit prefix refers to a US Geological Survey parameter code. For each sampling event (e.g. CM_005_ION) the values of each of the three biological replicates (e.g. CM_005_ION-1; CM_005_ION-2; CM_005_ION-3) are averaged. Any replicate values that were identified as an outlier or were above/below the limit of detection are not included in the mean. Outliers were identified using distance based outlier detection. If the set of replicates had a coefficient of variation of 30 percent or higher the outlier was identified by calculating the distance between each of the replicates. The replicate with the highest distance to the other two replicates was flagged as an outlier. The ""Mean_Missing_Reps"" column indicates if a mean does not include all three replicates using a TRUE/FALSE flag where TRUE indicates one or more replicates are missing from the mean. This analysis was run on a subset of sampling events (i.e. Parent ID). Data from additional sampling events (i.e. Parent_IDs) may be added in the future. Methods information is embedded in first few rows of respective data file with methods codes that are defined in the file that ends in ""Methods_Codes.csv"".",numeric,column_header
Mean_00681_NPOC_mg_per_L_as_C,milligrams per liter,"Mean dissolved organic carbon data measured as non-purgeable organic carbon (NPOC) and reported as carbon. 5-digit prefix refers to a US Geological Survey parameter code. For each sampling event (e.g. CM_005_Water); the NPOC values of each of the three biological replicates (e.g. CM_005_OCN-1; CM_005_OCN-2; CM_005_OCN-3) are averaged. Any replicate values that were identified as an outlier or were above/below the limit of detection are not included in the mean. Outliers were identified using distance based outlier detection. If the set of replicates had a coefficient of variation of 30 percent or higher; the outlier was identified by calculating the distance between each of the replicates. The replicate with the highest distance to the other two replicates was flagged as an outlier. The ""Mean_Missing_Reps"" column indicates if a mean does not include all three replicates using a TRUE/FALSE flag where TRUE indicates one or more replicates are missing from the mean. Methods information is embedded in first few rows with methods codes that are defined in the file that ends in ""Methods_Codes.csv"".",numeric,column_header
Mean_00915_Ca_mg_per_L,milligrams per liter,"Mean calcium. 5-digit prefix refers to a US Geological Survey parameter code. For each sampling event (e.g. CM_005_ION) the values of each of the three biological replicates (e.g. CM_005_ION-1; CM_005_ION-2; CM_005_ION-3) are averaged. Any replicate values that were identified as an outlier or were above/below the limit of detection are not included in the mean. Outliers were identified using distance based outlier detection. If the set of replicates had a coefficient of variation of 30 percent or higher the outlier was identified by calculating the distance between each of the replicates. The replicate with the highest distance to the other two replicates was flagged as an outlier. The ""Mean_Missing_Reps"" column indicates if a mean does not include all three replicates using a TRUE/FALSE flag where TRUE indicates one or more replicates are missing from the mean. This analysis was run on a subset of sampling events (i.e. Parent ID). Data from additional sampling events (i.e. Parent_IDs) may be added in the future. Methods information is embedded in first few rows of respective data file with methods codes that are defined in the file that ends in ""Methods_Codes.csv"".",numeric,column_header
Mean_00925_Mg_mg_per_L,milligrams per liter,"Mean magnesium. 5-digit prefix refers to a US Geological Survey parameter code. For each sampling event (e.g. CM_005_ION) the values of each of the three biological replicates (e.g. CM_005_ION-1; CM_005_ION-2; CM_005_ION-3) are averaged. Any replicate values that were identified as an outlier or were above/below the limit of detection are not included in the mean. Outliers were identified using distance based outlier detection. If the set of replicates had a coefficient of variation of 30 percent or higher the outlier was identified by calculating the distance between each of the replicates. The replicate with the highest distance to the other two replicates was flagged as an outlier. The ""Mean_Missing_Reps"" column indicates if a mean does not include all three replicates using a TRUE/FALSE flag where TRUE indicates one or more replicates are missing from the mean. This analysis was run on a subset of sampling events (i.e. Parent ID). Data from additional sampling events (i.e. Parent_IDs) may be added in the future. Methods information is embedded in first few rows of respective data file with methods codes that are defined in the file that ends in ""Methods_Codes.csv"".",numeric,column_header
Mean_00930_Na_mg_per_L,milligrams per liter,"Mean sodium. 5-digit prefix refers to a US Geological Survey parameter code. For each sampling event (e.g. CM_005_ION) the values of each of the three biological replicates (e.g. CM_005_ION-1; CM_005_ION-2; CM_005_ION-3) are averaged. Any replicate values that were identified as an outlier or were above/below the limit of detection are not included in the mean. Outliers were identified using distance based outlier detection. If the set of replicates had a coefficient of variation of 30 percent or higher the outlier was identified by calculating the distance between each of the replicates. The replicate with the highest distance to the other two replicates was flagged as an outlier. The ""Mean_Missing_Reps"" column indicates if a mean does not include all three replicates using a TRUE/FALSE flag where TRUE indicates one or more replicates are missing from the mean. This analysis was run on a subset of sampling events (i.e. Parent ID). Data from additional sampling events (i.e. Parent_IDs) may be added in the future. Methods information is embedded in first few rows of respective data file with methods codes that are defined in the file that ends in ""Methods_Codes.csv"".",numeric,column_header
Mean_00935_K_mg_per_L,milligrams per liter,"Mean potassium. 5-digit prefix refers to a US Geological Survey parameter code. For each sampling event (e.g. CM_005_ION) the values of each of the three biological replicates (e.g. CM_005_ION-1; CM_005_ION-2; CM_005_ION-3) are averaged. Any replicate values that were identified as an outlier or were above/below the limit of detection are not included in the mean. Outliers were identified using distance based outlier detection. If the set of replicates had a coefficient of variation of 30 percent or higher the outlier was identified by calculating the distance between each of the replicates. The replicate with the highest distance to the other two replicates was flagged as an outlier. The ""Mean_Missing_Reps"" column indicates if a mean does not include all three replicates using a TRUE/FALSE flag where TRUE indicates one or more replicates are missing from the mean. This analysis was run on a subset of sampling events (i.e. Parent ID). Data from additional sampling events (i.e. Parent_IDs) may be added in the future. Methods information is embedded in first few rows of respective data file with methods codes that are defined in the file that ends in ""Methods_Codes.csv"".",numeric,column_header
Mean_00940_Cl_mg_per_L,milligrams per liter,"Mean chloride. 5-digit prefix refers to a US Geological Survey parameter code. For each sampling event (e.g. CM_005_ION) the values of each of the three biological replicates (e.g. CM_005_ION-1; CM_005_ION-2; CM_005_ION-3) are averaged. Any replicate values that were identified as an outlier or were above/below the limit of detection are not included in the mean. Outliers were identified using distance based outlier detection. If the set of replicates had a coefficient of variation of 30 percent or higher the outlier was identified by calculating the distance between each of the replicates. The replicate with the highest distance to the other two replicates was flagged as an outlier. The ""Mean_Missing_Reps"" column indicates if a mean does not include all three replicates using a TRUE/FALSE flag where TRUE indicates one or more replicates are missing from the mean. This analysis was run on a subset of sampling events (i.e. Parent ID). Data from additional sampling events (i.e. Parent_IDs) may be added in the future. Methods information is embedded in first few rows of respective data file with methods codes that are defined in the file that ends in ""Methods_Codes.csv"".",numeric,column_header
Mean_00945_SO4_mg_per_L_as_SO4,milligrams per liter,"Mean sulfate reported as sulfate (rather than as sulfur). 5-digit prefix refers to a US Geological Survey parameter code. For each sampling event (e.g. CM_005_ION) the values of each of the three biological replicates (e.g. CM_005_ION-1; CM_005_ION-2; CM_005_ION-3) are averaged. Any replicate values that were identified as an outlier or were above/below the limit of detection are not included in the mean. Outliers were identified using distance based outlier detection. If the set of replicates had a coefficient of variation of 30 percent or higher the outlier was identified by calculating the distance between each of the replicates. The replicate with the highest distance to the other two replicates was flagged as an outlier. The ""Mean_Missing_Reps"" column indicates if a mean does not include all three replicates using a TRUE/FALSE flag where TRUE indicates one or more replicates are missing from the mean. This analysis was run on a subset of sampling events (i.e. Parent ID). Data from additional sampling events (i.e. Parent_IDs) may be added in the future. Methods information is embedded in first few rows of respective data file with methods codes that are defined in the file that ends in ""Methods_Codes.csv"".",numeric,column_header
