File_Name,File_Description,Standard,Date_Start,Date_End,Missing_Value_Codes,File_Path
*Air_Press_Temp.csv,Approximately 35 days of time series data (barometric pressure; air temperature) collected using In Situ Rugged BaroTROLL sensors. The asterisk * refers to the  version number and Parent_ID. All data was removed from the day of deployment and two hours was removed from the day of retrieving the sensor. Sensors were deployed at a subset of sites; data at other sites were interpolated via a regression analysis. Each measured time point was used to create a linear regression. Measured pressure at each time point was regressed with site elevation. Pressure for the sites without a sensor was then estimated by inputting the site elevation into the resulting linear regression equation for each time point. Temperature was not estimated for sites without a sensor. ,ESS-DIVE Hydrologic Monitoring v1; ESS-DIVE CSV v1, 2022-07-25, 2022-09-01,N/A; -9999,/v3_SSS_Data_Package/Sensor_Data/BarotrollAtm/Data
v3_SSS_Air_Press_Temp_Summary.csv,Summary statistics (e.g. mean; median; min; max) for BarotrollAtm data.,ESS-DIVE Hydrologic Monitoring v1; ESS-DIVE CSV v1, 2022-07-25, 2022-09-01,N/A; -9999,/v3_SSS_Data_Package/Sensor_Data/BarotrollAtm/Plots_and_Summary_Statistics
v3_SSS_Air_Press_Temp_TsPlot.pdf,Time series plots for data from BarotrollAtm sensor.,N/A, 2022-07-25, 2022-09-01,N/A,/v3_SSS_Data_Package/Sensor_Data/BarotrollAtm/Plots_and_Summary_Statistics
*Water_Press_Temp.csv,Approximately 35 days of time series data (absolute pressure; temperature) collected using HOBO depth sensor. The asterisk * refers to the version number and Parent_ID. All data was removed from the day of deployment and two hours from the day of retrieving the sensor. One to two hours of data were also removed during sample collection because the sensor was removed to download the data. The sensor was placed back as close as possible to the original deployment location; but to account for any change in placement; an offset was applied to the data after it was redeployed. The offset was calculated by subtracting the pressure when it was removed from the pressure when it was redeployed. This resulted in the two data points being equal. Any visual sudden changes in pressure were assumed to be the sensor moving and were corrected in the same manor using an offset. Additional data was removed when the sensor was assumed to have been out of water.  ,ESS-DIVE Hydrologic Monitoring v1; ESS-DIVE CSV v1, 2022-07-25, 2022-09-01,N/A; -9999,/v3_SSS_Data_Package/Sensor_Data/DepthHOBO/Data
v3_SSS_Water_Press_Temp_Summary.csv,Summary statistics (e.g. mean; median; min; max) for HOBO depth data. ,ESS-DIVE Hydrologic Monitoring v1; ESS-DIVE CSV v1, 2022-07-25, 2022-09-01,N/A; -9999,/v3_SSS_Data_Package/Sensor_Data/DepthHOBO/Plots_and_Summary_Statistics
v3_SSS_Water_Press_Temp_TsPlot.pdf,Time series plots for data from HOBO depth sensor.,N/A, 2022-07-25, 2022-09-01,N/A,/v3_SSS_Data_Package/Sensor_Data/DepthHOBO/Plots_and_Summary_Statistics
*Water_Temp_SpC_Turb_pH_ChlA.csv,"Approximately two hours of time series data (temperature; specific conductance; turbidity; pH; chlorophyll A) collected using MantaRiver sensor. The asterisk * refers to the  version number and Parent_ID. Five minutes of data was removed from the beginning and end of the time series to remove any extraneous data caused by deploying or retrieving the sensor. QAQC of these data consisted of multiple steps: 1) all turbidity and chlorophyll A values less than 0 (including negative values) were changed to zero; 2) all values outside of the possible range were changed to NA; 3) outliers were identified and flagged using IQR; 4) outliers were removed prior to calculating the summary file. The possible range for each metric was informed by the sensor specifications, the physical properties, and our knowledge of the systems. Parent_ID SSS024 and SSS036 (Site_ID W20 and W10) were deployed longer (for the purpose of another study) and have approximately 20 days of time series data. For these sites, outliers were only identified during a two hour window when sampling occured. Only data during this time period was used when calculating the summary file.",ESS-DIVE Hydrologic Monitoring v1; ESS-DIVE CSV v1, 2022-07-25, 2022-09-01,N/A; -9999,/v3_SSS_Data_Package/Sensor_Data/MantaRiver/Data
*Water_Temp_SpC_Turb_ChlA.csv,"Approximately two hours of time series data (temperature; specific conductance; turbidity; chlorophyll A) collected using MantaRiver sensor. The asterisk * refers to the  version number and Parent_ID. Five minutes of data was removed from the beginning and end of the time series to remove any extraneous data caused by deploying or retrieving the sensor. QAQC of these data consisted of multiple steps: 1) all turbidity and chlorophyll A values less than 0 (including negative values) were changed to zero; 2) all values outside of the possible range were changed to NA; 3) outliers were identified and flagged using IQR; 4) outliers were removed prior to calculating the summary file. The possible range for each metric was informed by the sensor specifications, the physical properties, and our knowledge of the systems. Parent_ID SSS024 and SSS036 (Site_ID W20 and W10) were deployed longer (for the purpose of another study) and have approximately 20 days of time series data. For these sites, outliers were only identified during a two hour window when sampling occured. Only data during this time period was used when calculating the summary file. Note that the only difference between these files and the files called ""*Water_Temp_SpC_Turb_pH_ChlA.csv"" is that pH was not measured. ",ESS-DIVE Hydrologic Monitoring v1; ESS-DIVE CSV v1, 2022-07-25, 2022-09-01,N/A; -9999,/v3_SSS_Data_Package/Sensor_Data/MantaRiver/Data
v3_SSS_Water_Temp_SpC_Turb_pH_ChlA_Summary.csv,Summary statistics (e.g. mean; median; min; max) for MantaRiver data. ,ESS-DIVE Hydrologic Monitoring v1; ESS-DIVE CSV v1, 2022-07-25, 2022-09-01,N/A; -9999,/v3_SSS_Data_Package/Sensor_Data/MantaRiver/Plots_and_Summary_Statistics
v3_SSS_Water_Temp_SpC_Turb_pH_ChlA_TsPlot.pdf,Time series plots for data from MantaRiver sensor. ,N/A, 2022-07-25, 2022-09-01,N/A,/v3_SSS_Data_Package/Sensor_Data/MantaRiver/Plots_and_Summary_Statistics
*Water_DO_Temp.csv,"Approximately 35 days of time series data (dissolved oxygen; and dissolved oxygen saturation; temperature) collected using miniDOT sensor. The asterisk * refers to the version number and Parent_ID. All data was removed from the day of deployment; the day of sample collection; and two hours from the day of retrieving the sensor due to riverbed disturbance. Additional data was removed when the sensor was assumed to have been out of water. A sensor-specific offset was applied to the dissolved oxygen data to account for sensor calibration at higher saturation. The offset was calculated by performing a bubbler test as described by the manufacturer (PME). Dissolved oxygen saturation was calculated using the Garcia & Gordon (1992) equation with miniDOT dissolved oxygen and baroTROLL absolute pressure. The absolute pressure data was interpolated using linear interpolation to account for difference in logging time intervals. When dissolved oxygen data extended beyond the time period of the pressure data, the first or last pressure value was used in the saturation calculation. ",ESS-DIVE Hydrologic Monitoring v1; ESS-DIVE CSV v1, 2022-07-25, 2022-09-01,N/A; -9999,/v3_SSS_Data_Package/Sensor_Data/miniDOT/Data
v3_SSS_Water_DO_Temp_Summary.csv,Summary statistics (e.g. mean; median; min; max) for miniDOT data.,ESS-DIVE Hydrologic Monitoring v1; ESS-DIVE CSV v1, 2022-07-25, 2022-09-01,N/A; -9999,/v3_SSS_Data_Package/Sensor_Data/miniDOT/Plots_and_Summary_Statistics
v3_SSS_Water_DO_Temp_TsPlot.pdf,Time series plots for data from miniDOT sensor.,N/A, 2022-07-25, 2022-09-01,N/A,/v3_SSS_Data_Package/Sensor_Data/miniDOT/Plots_and_Summary_Statistics
*MC_Water_DO.csv,"Approximately one hour of time series data (dissolved oxygen; dissolved oxygen saturation; temperature) collected using three miniDOT sensor in a manual chamber. The asterisk * refers to the version number and Parent_ID. Five minutes of data was removed from the beginning the time series to remove any extraneous data caused by deploying the sensor. The time series was trimmed to be about 70 minutes. Additional data were removed as needed following visual inspection. A sensor-specific offset was applied to the dissolved oxygen data to account for sensor calibration at higher saturation. The offset was calculated by performing a bubbler test as described by the manufacturer (PME). Dissolved oxygen saturation was calculated using the Garcia & Gordon (1992) equation with miniDOT dissolved oxygen and baroTROLL absolute pressure. The absolute pressure data was interpolated using linear interpolation to account for difference in logging time intervals. When dissolved oxygen data extended beyond the time period of the pressure data, the first or last pressure value was used in the saturation calculation. ",ESS-DIVE Hydrologic Monitoring v1; ESS-DIVE CSV v1, 2022-08-08, 2022-08-12,N/A; -9999,/v3_SSS_Data_Package/Sensor_Data/miniDOTManualChamber/Data
v3_SSS_MC_Water_DO_Temp_Summary.csv,Summary statistics (e.g. mean; median; min; max; slope; R2; RMSE; NRMSE ) for miniDOT manual chamber data.,ESS-DIVE Hydrologic Monitoring v1; ESS-DIVE CSV v1, 2022-08-08, 2022-08-12,N/A; -9999,/v3_SSS_Data_Package/Sensor_Data/miniDOTManualChamber/Plots_and_Summary_Statistics
v3_SSS_MC_Water_DO_Temp_TsPlot.pdf,Time series plots for data from miniDOT manual chamber sensor.,N/A, 2022-08-08, 2022-08-12,N/A,/v3_SSS_Data_Package/Sensor_Data/miniDOTManualChamber/Plots_and_Summary_Statistics
SSS_*.jpg,Sediment quadrat photos to show the grain size at each site (part 1). The asterisk refers to the site ID; date; and an indicator to differentiate photos taken at the same site and date. Samplers took photos of the full quadrat and also of individual squares making up the full quadrat. Most quadrats that were photographed have photos of all 16 individual squares that make up the full quadrat; but some do not. The quadrat frame size is 80 centimeters by 80 centimeters; and it is made up of sixteen 20 centimeter by 20 centimeter squares. ,N/A, 2022-08-08, 2022-08-12,N/A,/v3_SSS_Data_Package/SedimentQuadratPhotos_Part1
v2_readme_SSS_QuadratPhotoSitesRenamed.txt,Readme explaining the discrepancy in originally mislabeled site IDs (S63P; S55; S56; and T41) the corrected site IDs (S63; S55N; S56N; T42) present in the sediment photos and file names. See the *readme_SSS.pdf for detailed change history.,N/A,-9999,-9999,N/A,/v3_SSS_Data_Package/v3_SedimentQuadratPhotos_Part2
SSS_*.jpg,Sediment quadrat photos to show the grain size at each site (part 2). The asterisk refers to the site ID; date; and an indicator to differentiate photos taken at the same site and date. Samplers took photos of the full quadrat and also of individual squares making up the full quadrat. Most quadrats that were photographed have photos of all 16 individual squares that make up the full quadrat; but some do not. The quadrat frame size is 80 centimeters by 80 centimeters; and it is made up of sixteen 20 centimeter by 20 centimeter squares. ,N/A, 2022-08-08, 2022-08-12,N/A,/v3_SSS_Data_Package/v3_SedimentQuadratPhotos_Part2
v2_SSS_Sonar_Depth_Processing.Rmd,R-script used for processing sonar data.,N/A,-9999,-9999,N/A,/v3_SSS_Data_Package/Sensor_Data/Sonar
SSS_Sonar_Weighted_Avg.R,R-script used for processing sonar data.,N/A,-9999,-9999,N/A,/v3_SSS_Data_Package/Sensor_Data/Sonar
*_Water_Depth_*.csv,Water depth data collected using sonar. The first asterisk (*) refers to the Parent_ID. The second asterisk (*) is an indicator of the vessel (e.g. Kayak1; Kayak2; Upstream; Downstream). Two kayaks were used at each site to deploy the sonar. Due to accessibility issues at one site; a jetboat was used. At this site; data was collected while moving upstream and while moving downstream.,ESS-DIVE Hydrologic Monitoring v1; ESS-DIVE CSV v1, 2022-08-02, 2022-08-10,N/A; -9999,/v3_SSS_Data_Package/Sensor_Data/Sonar
SSS_Sonar_Depth_Processing.Rmd,R-script used for processing sonar data.,N/A,-9999,-9999,N/A,/v3_SSS_Data_Package/Sensor_Data/Sonar
*_CottonStrip_*,Field photos and videos to show the cotton strip set-up and appearance after retrieval. The first asterisk (*) refers to the Parent_ID. The second asterisk (*) indicates the file extension. ,N/A, 2022-08-29, 2022-09-01,N/A,/v3_SSS_Data_Package/CottonStripPhotos
