# HeaderRows_12
# HeaderRows_Format: Column_Header; Unit; InstallationMethod_ID; Instrument_Summary
# DateTime; YYYY-MM-DD hh:mm:ss UTC-08:00; ManualChamberDark_02; PME MiniDOT Logger real time clock.
# Temperature_1; degree_celsius; ManualChamberDark_02; PME MiniDOT Logger with temperature sensor.
# Temperature_2; degree_celsius; ManualChamberDark_02; PME MiniDOT Logger with temperature sensor.
# Dissolved_Oxygen_1; milligrams_per_liter; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Dissolved_Oxygen_2; milligrams_per_liter; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Dissolved_Oxygen_Saturation_1; percent_saturation; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching). Calculated using Garcia & Gordon (1992) equation.
# Dissolved_Oxygen_Saturation_2; percent_saturation; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching). Calculated using Garcia & Gordon (1992) equation.
# Battery_1; volts; ManualChamberDark_02; PME MiniDOT Logger internal batteries.
# Battery_2; volts; ManualChamberDark_02; PME MiniDOT Logger internal batteries.
DateTime,Parent_ID,Site_ID,Temperature_1,Temperature_2,Dissolved_Oxygen_1,Dissolved_Oxygen_2,Dissolved_Oxygen_Saturation_1,Dissolved_Oxygen_Saturation_2,Battery_1,Battery_2
 2022-08-09 13:10:00,SSS017,S58,18.244,18.397,9.705,9.787,108.223,109.48,3.48,3.49
 2022-08-09 13:11:00,SSS017,S58,18.269,18.397,9.691,9.797,108.125,109.597,3.48,3.49
 2022-08-09 13:12:00,SSS017,S58,18.261,18.405,9.699,9.791,108.202,109.545,3.48,3.49
 2022-08-09 13:13:00,SSS017,S58,18.252,18.397,9.709,9.802,108.289,109.656,3.48,3.49
 2022-08-09 13:14:00,SSS017,S58,18.244,18.405,9.709,9.779,108.271,109.417,3.48,3.49
 2022-08-09 13:15:00,SSS017,S58,18.244,18.397,9.699,9.793,108.165,109.552,3.48,3.49
 2022-08-09 13:16:00,SSS017,S58,18.269,18.414,9.699,9.786,108.221,109.508,3.48,3.49
 2022-08-09 13:17:00,SSS017,S58,18.236,18.405,9.702,9.793,108.184,109.571,3.48,3.49
 2022-08-09 13:18:00,SSS017,S58,18.244,18.414,9.7,9.776,108.178,109.404,3.48,3.49
 2022-08-09 13:19:00,SSS017,S58,18.252,18.422,9.704,9.786,108.232,109.527,3.48,3.49
 2022-08-09 13:20:00,SSS017,S58,18.244,18.405,9.697,9.778,108.143,109.408,3.48,3.49
 2022-08-09 13:21:00,SSS017,S58,18.236,18.414,9.702,9.78,108.185,109.452,3.48,3.49
 2022-08-09 13:22:00,SSS017,S58,18.252,18.405,9.702,9.781,108.221,109.444,3.48,3.49
 2022-08-09 13:23:00,SSS017,S58,18.227,18.414,9.697,9.782,108.107,109.476,3.48,3.49
 2022-08-09 13:24:00,SSS017,S58,18.236,18.388,9.696,9.783,108.115,109.43,3.48,3.49
 2022-08-09 13:25:00,SSS017,S58,18.236,18.388,9.696,9.773,108.115,109.313,3.48,3.49
 2022-08-09 13:26:00,SSS017,S58,18.252,18.388,9.691,9.779,108.092,109.383,3.48,3.49
 2022-08-09 13:27:00,SSS017,S58,18.236,18.414,9.691,9.787,108.057,109.524,3.48,3.49
 2022-08-09 13:28:00,SSS017,S58,18.244,18.405,9.686,9.779,108.016,109.422,3.48,3.49
 2022-08-09 13:29:00,SSS017,S58,18.244,18.397,9.699,9.775,108.17,109.358,3.48,3.49
 2022-08-09 13:30:00,SSS017,S58,18.244,18.405,9.699,9.778,108.17,109.411,3.48,3.49
 2022-08-09 13:31:00,SSS017,S58,18.261,18.397,9.683,9.776,108.029,109.369,3.48,3.49
 2022-08-09 13:32:00,SSS017,S58,18.219,18.397,9.699,9.786,108.112,109.472,3.48,3.49
 2022-08-09 13:33:00,SSS017,S58,18.244,18.414,9.693,9.768,108.096,109.311,3.48,3.49
 2022-08-09 13:34:00,SSS017,S58,18.219,18.388,9.694,9.777,108.051,109.356,3.48,3.49
 2022-08-09 13:35:00,SSS017,S58,18.236,18.38,9.691,9.782,108.052,109.396,3.48,3.49
 2022-08-09 13:36:00,SSS017,S58,18.261,18.414,9.689,9.78,108.082,109.447,3.48,3.49
 2022-08-09 13:37:00,SSS017,S58,18.236,18.388,9.699,9.778,108.144,109.364,3.48,3.49
 2022-08-09 13:38:00,SSS017,S58,18.236,18.388,9.694,9.783,108.083,109.421,3.48,3.49
 2022-08-09 13:39:00,SSS017,S58,18.244,18.388,9.7,9.783,108.171,109.42,3.48,3.49
 2022-08-09 13:40:00,SSS017,S58,18.227,18.397,9.694,9.771,108.061,109.299,3.48,3.49
 2022-08-09 13:41:00,SSS017,S58,18.261,18.397,9.697,9.776,108.17,109.356,3.48,3.49
 2022-08-09 13:42:00,SSS017,S58,18.252,18.422,9.682,9.771,107.984,109.352,3.48,3.49
 2022-08-09 13:43:00,SSS017,S58,18.227,18.405,9.707,9.775,108.199,109.359,3.48,3.49
 2022-08-09 13:44:00,SSS017,S58,18.236,18.388,9.691,9.77,108.04,109.262,3.48,3.49
 2022-08-09 13:45:00,SSS017,S58,18.252,18.405,9.687,9.775,108.027,109.357,3.48,3.49
 2022-08-09 13:46:00,SSS017,S58,18.252,18.397,9.689,9.777,108.051,109.363,3.48,3.49
 2022-08-09 13:47:00,SSS017,S58,18.244,18.414,9.693,9.78,108.081,109.436,3.48,3.49
 2022-08-09 13:48:00,SSS017,S58,18.261,18.414,9.69,9.773,108.084,109.355,3.48,3.49
 2022-08-09 13:49:00,SSS017,S58,18.261,18.414,9.683,9.763,108.013,109.238,3.48,3.49
 2022-08-09 13:50:00,SSS017,S58,18.244,18.405,9.688,9.774,108.023,109.347,3.48,3.49
 2022-08-09 13:51:00,SSS017,S58,18.278,18.414,9.681,9.765,108.028,109.262,3.48,3.49
 2022-08-09 13:52:00,SSS017,S58,18.269,18.422,9.683,9.777,108.032,109.421,3.48,3.49
 2022-08-09 13:53:00,SSS017,S58,18.252,18.405,9.699,9.77,108.172,109.301,3.48,3.49
 2022-08-09 13:54:00,SSS017,S58,18.269,18.422,9.688,9.767,108.08,109.305,3.48,3.49
 2022-08-09 13:55:00,SSS017,S58,18.261,18.414,9.696,9.775,108.157,109.381,3.48,3.49
 2022-08-09 13:56:00,SSS017,S58,18.269,18.422,9.683,9.769,108.033,109.329,3.48,3.49
 2022-08-09 13:57:00,SSS017,S58,18.261,18.414,9.686,9.765,108.04,109.264,3.48,3.49
 2022-08-09 13:58:00,SSS017,S58,18.269,18.422,9.687,9.772,108.07,109.365,3.48,3.49
 2022-08-09 13:59:00,SSS017,S58,18.278,18.447,9.694,9.767,108.173,109.362,3.48,3.49
 2022-08-09 14:00:00,SSS017,S58,18.278,18.447,9.684,9.758,108.066,109.269,3.48,3.49
