# HeaderRows_12
# HeaderRows_Format: Column_Header; Unit; InstallationMethod_ID; Instrument_Summary
# DateTime; YYYY-MM-DD hh:mm:ss UTC-08:00; ManualChamberDark_02; PME MiniDOT Logger real time clock.
# Temperature_1; degree_celsius; ManualChamberDark_02; PME MiniDOT Logger with temperature sensor.
# Temperature_2; degree_celsius; ManualChamberDark_02; PME MiniDOT Logger with temperature sensor.
# Dissolved_Oxygen_1; milligrams_per_liter; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Dissolved_Oxygen_2; milligrams_per_liter; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Dissolved_Oxygen_Saturation_1; percent_saturation; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching). Calculated using Garcia & Gordon (1992) equation.
# Dissolved_Oxygen_Saturation_2; percent_saturation; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching). Calculated using Garcia & Gordon (1992) equation.
# Battery_1; volts; ManualChamberDark_02; PME MiniDOT Logger internal batteries.
# Battery_2; volts; ManualChamberDark_02; PME MiniDOT Logger internal batteries.
DateTime,Parent_ID,Site_ID,Temperature_1,Temperature_2,Dissolved_Oxygen_1,Dissolved_Oxygen_2,Dissolved_Oxygen_Saturation_1,Dissolved_Oxygen_Saturation_2,Battery_1,Battery_2
 2022-08-09 09:54:00,SSS028,S42,15.74,15.644,8.46,8.467,90.489,90.384,3.48,3.5
 2022-08-09 09:55:00,SSS028,S42,15.757,15.652,8.447,8.469,90.401,90.439,3.48,3.5
 2022-08-09 09:56:00,SSS028,S42,15.748,15.644,8.463,8.467,90.529,90.374,3.48,3.5
 2022-08-09 09:57:00,SSS028,S42,15.765,15.661,8.455,8.462,90.504,90.373,3.48,3.5
 2022-08-09 09:58:00,SSS028,S42,15.757,15.652,8.454,8.451,90.449,90.215,3.48,3.5
 2022-08-09 09:59:00,SSS028,S42,15.757,15.652,8.453,8.45,90.432,90.198,3.48,3.5
 2022-08-09 10:00:00,SSS028,S42,15.74,15.678,8.458,8.436,90.494,90.14,3.48,3.5
 2022-08-09 10:01:00,SSS028,S42,15.748,15.644,8.464,8.46,90.557,90.311,3.48,3.5
 2022-08-09 10:02:00,SSS028,S42,15.757,15.652,8.463,8.448,90.511,90.152,3.48,3.5
 2022-08-09 10:03:00,SSS028,S42,15.757,15.678,8.46,8.44,90.545,90.18,3.48,3.5
 2022-08-09 10:04:00,SSS028,S42,15.757,15.669,8.454,8.427,90.466,90.006,3.48,3.5
 2022-08-09 10:05:00,SSS028,S42,15.748,15.652,8.463,8.437,90.526,90.06,3.48,3.5
 2022-08-09 10:06:00,SSS028,S42,15.782,15.652,8.445,8.431,90.419,90.027,3.48,3.5
 2022-08-09 10:07:00,SSS028,S42,15.774,15.678,8.454,8.416,90.523,89.923,3.48,3.5
 2022-08-09 10:08:00,SSS028,S42,15.748,15.669,8.465,8.413,90.554,89.851,3.48,3.5
 2022-08-09 10:09:00,SSS028,S42,15.748,15.652,8.463,8.415,90.556,89.854,3.48,3.5
 2022-08-09 10:10:00,SSS028,S42,15.748,15.669,8.462,8.406,90.583,89.835,3.48,3.5
 2022-08-09 10:11:00,SSS028,S42,15.774,15.669,8.454,8.405,90.505,89.776,3.48,3.5
 2022-08-09 10:12:00,SSS028,S42,15.765,15.669,8.462,8.401,90.573,89.736,3.48,3.5
 2022-08-09 10:13:00,SSS028,S42,15.757,15.652,8.458,8.397,90.515,89.662,3.48,3.5
 2022-08-09 10:14:00,SSS028,S42,15.765,15.644,8.46,8.402,90.542,89.691,3.48,3.5
 2022-08-09 10:15:00,SSS028,S42,15.774,15.661,8.46,8.39,90.564,89.605,3.48,3.5
 2022-08-09 10:16:00,SSS028,S42,15.765,15.661,8.461,8.381,90.557,89.502,3.48,3.5
 2022-08-09 10:17:00,SSS028,S42,15.774,15.669,8.456,8.387,90.508,89.565,3.48,3.5
 2022-08-09 10:18:00,SSS028,S42,15.782,15.661,8.46,8.383,90.598,89.545,3.48,3.5
 2022-08-09 10:19:00,SSS028,S42,15.782,15.661,8.451,8.382,90.521,89.548,3.48,3.5
 2022-08-09 10:20:00,SSS028,S42,15.782,15.678,8.459,8.378,90.587,89.521,3.48,3.5
 2022-08-09 10:21:00,SSS028,S42,15.791,15.678,8.454,8.375,90.562,89.491,3.48,3.5
 2022-08-09 10:22:00,SSS028,S42,15.774,15.669,8.462,8.366,90.619,89.393,3.48,3.5
 2022-08-09 10:23:00,SSS028,S42,15.8,15.661,8.45,8.375,90.543,89.468,3.48,3.5
 2022-08-09 10:24:00,SSS028,S42,15.791,15.669,8.467,8.367,90.693,89.388,3.48,3.5
 2022-08-09 10:25:00,SSS028,S42,15.782,15.669,8.462,8.36,90.652,89.343,3.48,3.5
 2022-08-09 10:26:00,SSS028,S42,15.825,15.678,8.451,8.358,90.595,89.313,3.48,3.5
 2022-08-09 10:27:00,SSS028,S42,15.8,15.678,8.456,8.351,90.608,89.248,3.48,3.5
