# HeaderRows_12
# HeaderRows_Format: Column_Header; Unit; InstallationMethod_ID; Instrument_Summary
# DateTime; YYYY-MM-DD hh:mm:ss UTC-08:00; ManualChamberDark_02; PME MiniDOT Logger real time clock.
# Temperature_1; degree_celsius; ManualChamberDark_02; PME MiniDOT Logger with temperature sensor.
# Temperature_2; degree_celsius; ManualChamberDark_02; PME MiniDOT Logger with temperature sensor.
# Dissolved_Oxygen_1; milligrams_per_liter; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Dissolved_Oxygen_2; milligrams_per_liter; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Dissolved_Oxygen_Saturation_1; percent_saturation; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching). Calculated using Garcia & Gordon (1992) equation.
# Dissolved_Oxygen_Saturation_2; percent_saturation; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching). Calculated using Garcia & Gordon (1992) equation.
# Battery_1; volts; ManualChamberDark_02; PME MiniDOT Logger internal batteries.
# Battery_2; volts; ManualChamberDark_02; PME MiniDOT Logger internal batteries.
DateTime,Parent_ID,Site_ID,Temperature_1,Temperature_2,Dissolved_Oxygen_1,Dissolved_Oxygen_2,Dissolved_Oxygen_Saturation_1,Dissolved_Oxygen_Saturation_2,Battery_1,Battery_2
 2022-08-08 08:27:00,SSS013,T07,22.875,22.807,8.56,8.434,101.276,99.646,3.48,3.49
 2022-08-08 08:28:00,SSS013,T07,22.867,22.832,8.566,8.436,101.324,99.719,3.48,3.49
 2022-08-08 08:29:00,SSS013,T07,22.884,22.832,8.565,8.445,101.345,99.832,3.48,3.49
 2022-08-08 08:30:00,SSS013,T07,22.884,22.849,8.567,8.438,101.371,99.777,3.48,3.49
 2022-08-08 08:31:00,SSS013,T07,22.892,22.832,8.558,8.441,101.285,99.783,3.48,3.49
 2022-08-08 08:32:00,SSS013,T07,22.9,22.841,8.562,8.444,101.339,99.838,3.48,3.49
 2022-08-08 08:33:00,SSS013,T07,22.9,22.841,8.565,8.446,101.378,99.864,3.48,3.49
 2022-08-08 08:34:00,SSS013,T07,22.909,22.866,8.57,8.442,101.46,99.862,3.48,3.49
 2022-08-08 08:35:00,SSS013,T07,22.909,22.866,8.572,8.433,101.486,99.749,3.48,3.49
 2022-08-08 08:36:00,SSS013,T07,22.909,22.883,8.575,8.445,101.512,99.933,3.48,3.48
 2022-08-08 08:37:00,SSS013,T07,22.925,22.891,8.564,8.445,101.416,99.949,3.48,3.48
 2022-08-08 08:38:00,SSS013,T07,22.917,22.891,8.583,8.443,101.631,99.924,3.48,3.49
 2022-08-08 08:39:00,SSS013,T07,22.951,22.891,8.56,8.445,101.429,99.95,3.48,3.49
 2022-08-08 08:40:00,SSS013,T07,22.959,22.916,8.571,8.44,101.573,99.935,3.48,3.49
 2022-08-08 08:41:00,SSS013,T07,22.959,22.908,8.573,8.436,101.599,99.871,3.48,3.49
 2022-08-08 08:42:00,SSS013,T07,22.967,22.924,8.559,8.432,101.449,99.851,3.48,3.48
 2022-08-08 08:43:00,SSS013,T07,22.951,22.933,8.576,8.442,101.61,99.995,3.48,3.49
 2022-08-08 08:44:00,SSS013,T07,22.967,22.933,8.573,8.439,101.616,99.958,3.48,3.48
 2022-08-08 08:45:00,SSS013,T07,22.967,22.924,8.576,8.451,101.643,100.079,3.48,3.48
 2022-08-08 08:46:00,SSS013,T07,22.967,22.933,8.575,8.441,101.63,99.983,3.48,3.48
 2022-08-08 08:47:00,SSS013,T07,22.984,22.941,8.581,8.447,101.739,100.074,3.48,3.48
 2022-08-08 08:48:00,SSS013,T07,22.984,22.958,8.581,8.447,101.74,100.106,3.48,3.48
 2022-08-08 08:49:00,SSS013,T07,23.017,22.966,8.57,8.443,101.675,100.071,3.48,3.48
 2022-08-08 08:50:00,SSS013,T07,23.017,22.958,8.587,8.458,101.88,100.232,3.48,3.48
 2022-08-08 08:51:00,SSS013,T07,23.034,22.983,8.592,8.441,101.964,100.079,3.48,3.48
 2022-08-08 08:52:00,SSS013,T07,23.026,22.975,8.589,8.456,101.911,100.239,3.48,3.48
 2022-08-08 08:53:00,SSS013,T07,23.034,23,8.59,8.444,101.939,100.149,3.48,3.48
 2022-08-08 08:54:00,SSS013,T07,23.059,23.025,8.59,8.443,101.987,100.184,3.48,3.48
 2022-08-08 08:55:00,SSS013,T07,23.068,23,8.584,8.458,101.941,100.312,3.48,3.48
 2022-08-08 08:56:00,SSS013,T07,23.084,23.025,8.586,8.442,101.997,100.171,3.48,3.48
 2022-08-08 08:57:00,SSS013,T07,23.093,23.033,8.577,8.445,101.899,100.224,3.48,3.48
 2022-08-08 08:58:00,SSS013,T07,23.084,23.033,8.581,8.442,101.933,100.187,3.48,3.48
 2022-08-08 08:59:00,SSS013,T07,23.101,23.058,8.581,8.442,101.966,100.234,3.48,3.48
 2022-08-08 09:00:00,SSS013,T07,23.126,23.067,8.578,8.447,101.976,100.314,3.48,3.48
 2022-08-08 09:01:00,SSS013,T07,23.101,23.067,8.595,8.446,102.136,100.305,3.48,3.48
 2022-08-08 09:02:00,SSS013,T07,23.118,23.075,8.58,8.438,101.992,100.222,3.48,3.48
 2022-08-08 09:03:00,SSS013,T07,23.118,23.1,8.586,8.441,102.072,100.31,3.48,3.48
 2022-08-08 09:04:00,SSS013,T07,23.135,23.083,8.594,8.461,102.197,100.519,3.48,3.48
 2022-08-08 09:05:00,SSS013,T07,23.168,23.109,8.583,8.446,102.135,100.395,3.48,3.48
 2022-08-08 09:06:00,SSS013,T07,23.176,23.125,8.582,8.456,102.141,100.542,3.48,3.48
 2022-08-08 09:07:00,SSS013,T07,23.176,23.134,8.585,8.45,102.182,100.486,3.48,3.48
 2022-08-08 09:08:00,SSS013,T07,23.176,23.125,8.584,8.453,102.172,100.51,3.48,3.48
 2022-08-08 09:09:00,SSS013,T07,23.193,23.159,8.591,8.446,102.285,100.501,3.48,3.48
 2022-08-08 09:10:00,SSS013,T07,23.21,23.175,8.586,8.436,102.269,100.408,3.48,3.48
 2022-08-08 09:11:00,SSS013,T07,23.21,23.175,8.601,8.443,102.452,100.499,3.48,3.48
 2022-08-08 09:12:00,SSS013,T07,23.21,23.167,8.585,8.454,102.262,100.613,3.48,3.48
 2022-08-08 09:13:00,SSS013,T07,23.218,23.184,8.586,8.45,102.293,100.598,3.48,3.48
 2022-08-08 09:14:00,SSS013,T07,23.227,23.209,8.594,8.445,102.403,100.598,3.48,3.48
 2022-08-08 09:15:00,SSS013,T07,23.252,23.234,8.59,8.435,102.403,100.522,3.48,3.49
 2022-08-08 09:16:00,SSS013,T07,23.269,23.217,8.585,8.451,102.384,100.679,3.48,3.48
 2022-08-08 09:17:00,SSS013,T07,23.269,23.234,8.593,8.45,102.474,100.698,3.48,3.48
 2022-08-08 09:18:00,SSS013,T07,23.277,23.242,8.578,8.44,102.31,100.6,3.48,3.49
 2022-08-08 09:19:00,SSS013,T07,23.269,23.234,8.589,8.455,102.423,100.762,3.48,3.48
 2022-08-08 09:20:00,SSS013,T07,23.302,23.251,8.597,8.45,102.59,100.731,3.48,3.49
 2022-08-08 09:21:00,SSS013,T07,23.294,23.268,8.59,8.447,102.484,100.738,3.48,3.49
